State,District,Subdistt,T,Town.Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
10,212,1152,"10,212,1152",0,0,0,SUB-DISTRICT,Mansahi,Rural,16564,84257,43777,40480,18764,9540,9224,9033,4679,4354,10088,5127,4961,35061,20658,14403,49196,23119,26077,28060,20009,8051,14716,11671,3045,5097,4367,730,8059,6111,1948,198,163,35,1362,1030,332,13344,8338,5006,995,601,394,11468,7212,4256,189,120,69,692,405,287,11385,7072,4313,846,517,329,9852,6172,3680,99,51,48,588,332,256,1959,1266,693,149,84,65,1616,1040,576,90,69,21,104,73,31,56197,23768,32429
10,212,1153,"10,212,1153",0,0,0,SUB-DISTRICT,Barari,Rural,53773,285381,149773,135608,63834,32607,31227,23211,11959,11252,13661,7073,6588,113039,67876,45163,172342,81897,90445,89668,68328,21340,60968,50308,10660,15197,13847,1350,38391,30620,7771,813,575,238,6567,5266,1301,28700,18020,10680,2567,1673,894,23250,14878,8372,855,317,538,2028,1152,876,24594,16291,8303,2022,1380,642,20219,13669,6550,619,222,397,1734,1020,714,4106,1729,2377,545,293,252,3031,1209,1822,236,95,141,294,132,162,195713,81445,114268
10,212,1154,"10,212,1154",0,0,0,SUB-DISTRICT,Sameli,Rural,16702,84486,44038,40448,16787,8529,8258,9108,4659,4449,1577,816,761,36895,22282,14613,47591,21756,25835,34519,21145,13374,18353,13883,4470,4807,3972,835,11279,8208,3071,417,234,183,1850,1469,381,16166,7262,8904,1747,896,851,13049,5669,7380,360,152,208,1010,545,465,12490,5566,6924,1322,682,640,10037,4296,5741,285,128,157,846,460,386,3676,1696,1980,425,214,211,3012,1373,1639,75,24,51,164,85,79,49967,22893,27074
10,212,1155,"10,212,1155",0,0,0,SUB-DISTRICT,Kursela,Rural,12533,63928,33568,30360,12672,6467,6205,5649,2949,2700,398,217,181,29402,17733,11669,34526,15835,18691,21820,15060,6760,10643,8307,2336,2234,1970,264,5351,3738,1613,271,217,54,2787,2382,405,11177,6753,4424,918,544,374,7690,4657,3033,356,172,184,2213,1380,833,9513,5816,3697,829,502,327,6598,4090,2508,292,137,155,1794,1087,707,1664,937,727,89,42,47,1092,567,525,64,35,29,419,293,126,42108,18508,23600
10,212,1156,"10,212,1156",0,0,0,SUB-DISTRICT,Manihari,Rural,33323,164778,86319,78459,35275,18137,17138,14219,7504,6715,25952,13365,12587,66885,40500,26385,97893,45819,52074,52731,39420,13311,25699,21357,4342,7063,6458,605,14376,11702,2674,444,278,166,3816,2919,897,27032,18063,8969,2559,1925,634,21647,14384,7263,542,237,305,2284,1517,767,22221,15743,6478,2212,1705,507,17850,12634,5216,432,208,224,1727,1196,531,4811,2320,2491,347,220,127,3797,1750,2047,110,29,81,557,321,236,112047,46899,65148
10,212,1157,"10,212,1157",0,0,0,SUB-DISTRICT,Amdabad,Rural,32415,167398,86820,80578,35512,18292,17220,4882,2520,2362,21087,10929,10158,59700,35020,24680,107698,51800,55898,53000,40285,12715,25600,22486,3114,7035,6525,510,13106,11255,1851,582,481,101,4877,4225,652,27400,17799,9601,2155,1598,557,21115,13612,7503,647,197,450,3483,2392,1091,20103,14052,6051,1859,1432,427,15134,10413,4721,354,154,200,2756,2053,703,7297,3747,3550,296,166,130,5981,3199,2782,293,43,250,727,339,388,114398,46535,67863
10,211,1128,"10,211,1128",0,0,0,SUB-DISTRICT,Banmankhi,Rural,62750,321079,167938,153141,64261,33314,30947,63997,33537,30460,18191,9440,8751,128785,79636,49149,192294,88302,103992,133619,80705,52914,91031,60507,30524,22157,17186,4971,60771,37535,23236,1643,890,753,6460,4896,1564,42588,20198,22390,5193,2495,2698,33148,15463,17685,1510,572,938,2737,1668,1069,33174,16194,16980,4092,1955,2137,25880,12428,13452,840,349,491,2362,1462,900,9414,4004,5410,1101,540,561,7268,3035,4233,670,223,447,375,206,169,187460,87233,100227
10,222,1318,"10,222,1318",0,0,0,SUB-DISTRICT,Sahebpur Kamal,Rural,37469,194172,103675,90497,35965,18811,17154,18176,9717,8459,68,39,29,98755,59705,39050,95417,43970,51447,54581,45020,9561,33552,29818,3734,8436,7802,634,13988,12605,1383,1165,908,257,9963,8503,1460,21029,15202,5827,1995,1514,481,12671,9523,3148,1415,496,919,4948,3669,1279,17702,13506,4196,1692,1371,321,10790,8541,2249,1039,428,611,4181,3166,1015,3327,1696,1631,303,143,160,1881,982,899,376,68,308,767,503,264,139591,58655,80936
10,211,1130,"10,211,1130",0,0,0,SUB-DISTRICT,Bhawanipur,Rural,30772,161720,84098,77622,33850,17208,16642,16403,8579,7824,3415,1725,1690,61008,37754,23254,100712,46344,54368,59813,39101,20712,35893,26701,9192,8419,7051,1368,23128,16515,6613,852,454,398,3494,2681,813,23920,12400,11520,1867,1122,745,18098,9446,8652,1311,443,868,2644,1389,1255,19570,10571,8999,1676,1014,662,14979,8085,6894,919,333,586,1996,1139,857,4350,1829,2521,191,108,83,3119,1361,1758,392,110,282,648,250,398,101907,44997,56910
10,211,1131,"10,211,1131",0,0,0,SUB-DISTRICT,Rupauli,Rural,47144,234686,122633,112053,49137,25087,24050,24376,12649,11727,3985,2042,1943,93403,57784,35619,141283,64849,76434,83833,57380,26453,61299,46568,14731,14426,12431,1995,41927,30305,11622,741,536,205,4205,3296,909,22534,10812,11722,2385,1171,1214,18641,8800,9841,491,219,272,1017,622,395,18540,9173,9367,2043,977,1066,15327,7483,7844,362,185,177,808,528,280,3994,1639,2355,342,194,148,3314,1317,1997,129,34,95,209,94,115,150853,65253,85600
10,211,1132,"10,211,1132",0,0,0,SUB-DISTRICT,Dhamdaha,Rural,55911,288084,150332,137752,54817,28039,26778,42639,22389,20250,25756,13028,12728,124677,75128,49549,163407,75204,88203,127751,75900,51851,81094,53476,27618,15451,12153,3298,54777,34397,20380,2698,1357,1341,8168,5569,2599,46657,22424,24233,4495,2214,2281,34476,16501,17975,1839,598,1241,5847,3111,2736,39545,19387,20158,3845,1875,1970,29098,14201,14897,1413,472,941,5189,2839,2350,7112,3037,4075,650,339,311,5378,2300,3078,426,126,300,658,272,386,160333,74432,85901
10,211,1133,"10,211,1133",0,0,0,SUB-DISTRICT,Krityanand Nagar,Rural,46461,230504,119494,111010,46468,23766,22702,43891,22812,21079,12837,6558,6279,95332,57165,38167,135172,62329,72843,91468,57688,33780,63958,44708,19250,11864,9533,2331,44130,29457,14673,1021,661,360,6943,5057,1886,27510,12980,14530,2709,1237,1472,20446,9518,10928,683,202,481,3672,2023,1649,23494,11591,11903,2192,1063,1129,17432,8481,8951,494,167,327,3376,1880,1496,4016,1389,2627,517,174,343,3014,1037,1977,189,35,154,296,143,153,139036,61806,77230
10,211,1134,"10,211,1134",0,0,0,SUB-DISTRICT,Purnia East,Rural,31138,163078,84356,78722,34205,17380,16825,21888,11199,10689,11454,5899,5555,63894,38116,25778,99184,46240,52944,54094,39417,14677,33632,26872,6760,7502,6812,690,19173,14436,4737,637,497,140,6320,5127,1193,20462,12545,7917,1892,1135,757,14635,8955,5680,599,313,286,3336,2142,1194,17295,11084,6211,1635,1023,612,12273,7816,4457,487,276,211,2900,1969,931,3167,1461,1706,257,112,145,2362,1139,1223,112,37,75,436,173,263,108984,44939,64045
10,211,1135,"10,211,1135",0,0,0,SUB-DISTRICT,Kasba,Rural,30900,157920,81518,76402,35557,18095,17462,11717,6001,5716,10571,5405,5166,57084,34690,22394,100836,46828,54008,50400,37277,13123,34608,28058,6550,7952,7247,705,22691,17524,5167,278,225,53,3687,3062,625,15792,9219,6573,1557,948,609,12529,7301,5228,413,171,242,1293,799,494,13536,7984,5552,1358,801,557,10681,6303,4378,359,148,211,1138,732,406,2256,1235,1021,199,147,52,1848,998,850,54,23,31,155,67,88,107520,44241,63279
10,211,1136,"10,211,1136",0,0,0,SUB-DISTRICT,Srinagar,Rural,22223,110058,57071,52987,23392,12044,11348,19941,10318,9623,5650,2910,2740,38878,23786,15092,71180,33285,37895,43312,27730,15582,27139,19695,7444,7052,5869,1183,17487,12199,5288,938,338,600,1662,1289,373,16173,8035,8138,1916,959,957,12418,6321,6097,520,143,377,1319,612,707,13475,6701,6774,1412,636,776,10587,5481,5106,358,102,256,1118,482,636,2698,1334,1364,504,323,181,1831,840,991,162,41,121,201,130,71,66746,29341,37405
10,211,1137,"10,211,1137",0,0,0,SUB-DISTRICT,Jalalgarh,Rural,23098,112951,58460,54491,23189,11893,11296,20613,10648,9965,2059,1046,1013,42395,25481,16914,70556,32979,37577,38694,27745,10949,28629,22438,6191,5679,5170,509,20037,14974,5063,363,229,134,2550,2065,485,10065,5307,4758,751,532,219,8513,4412,4101,346,126,220,455,237,218,8569,4630,3939,602,407,195,7335,3935,3400,259,97,162,373,191,182,1496,677,819,149,125,24,1178,477,701,87,29,58,82,46,36,74257,30715,43542
10,211,1138,"10,211,1138",0,0,0,SUB-DISTRICT,Amour,Rural,60042,290559,151531,139028,61413,31565,29848,7022,3653,3369,1520,762,758,103482,64096,39386,187077,87435,99642,88127,71078,17049,57694,51267,6427,13592,12378,1214,37408,34300,3108,1069,693,376,5625,3896,1729,30433,19811,10622,3976,2757,1219,21802,14938,6864,1013,379,634,3642,1737,1905,21807,15649,6158,2814,2145,669,15426,11763,3663,653,287,366,2914,1454,1460,8626,4162,4464,1162,612,550,6376,3175,3201,360,92,268,728,283,445,202432,80453,121979
10,211,1139,"10,211,1139",0,0,0,SUB-DISTRICT,Baisa,Rural,39106,193127,100187,92940,38628,19808,18820,12803,6607,6196,1930,1010,920,66970,41532,25438,126157,58655,67502,54589,47338,7251,42275,38187,4088,8741,8207,534,29316,26999,2317,463,260,203,3755,2721,1034,12314,9151,3163,1141,830,311,8953,7460,1493,333,128,205,1887,733,1154,10654,8180,2474,979,732,247,7821,6675,1146,278,117,161,1576,656,920,1660,971,689,162,98,64,1132,785,347,55,11,44,311,77,234,138538,52849,85689
10,211,1140,"10,211,1140",0,0,0,SUB-DISTRICT,Baisi,Rural,45092,227706,117648,110058,49309,25205,24104,12469,6541,5928,1201,608,593,73825,46001,27824,153881,71647,82234,64494,54115,10379,50614,44417,6197,10223,9294,929,34244,30381,3863,568,397,171,5579,4345,1234,13880,9698,4182,1191,841,350,9985,7661,2324,428,67,361,2276,1129,1147,12170,8791,3379,1109,787,322,8677,6920,1757,324,51,273,2060,1033,1027,1710,907,803,82,54,28,1308,741,567,104,16,88,216,96,120,163212,63533,99679
10,211,1141,"10,211,1141",0,0,0,SUB-DISTRICT,Dagarua,Rural,45567,221142,114954,106188,47165,23881,23284,19625,10123,9502,6710,3341,3369,79359,49314,30045,141783,65640,76143,67654,53648,14006,45853,38052,7801,10677,9853,824,28284,23309,4975,1065,406,659,5827,4484,1343,21801,15596,6205,1827,1278,549,16787,12165,4622,526,219,307,2661,1934,727,18742,13843,4899,1477,1100,377,14487,10820,3667,426,190,236,2352,1733,619,3059,1753,1306,350,178,172,2300,1345,955,100,29,71,309,201,108,153488,61306,92182
10,210,1121,"10,210,1121",0,0,0,SUB-DISTRICT,Terhagachh,Rural,28581,141039,72740,68299,28352,14371,13981,15409,7888,7521,3286,1669,1617,61390,38580,22810,79649,34160,45489,42631,36337,6294,30531,27856,2675,8780,8381,399,18522,16885,1637,487,383,104,2742,2207,535,12100,8481,3619,1903,1351,552,8730,6386,2344,676,175,501,791,569,222,9557,7291,2266,1351,1140,211,7302,5593,1709,342,147,195,562,411,151,2543,1190,1353,552,211,341,1428,793,635,334,28,306,229,158,71,98408,36403,62005
10,210,1122,"10,210,1122",0,0,0,SUB-DISTRICT,Dighalbank,Rural,42381,208356,106454,101902,45750,23116,22634,12919,6581,6338,13552,6868,6684,80256,48416,31840,128100,58038,70062,66751,51724,15027,42410,37069,5341,11581,10990,591,26913,23150,3763,457,250,207,3459,2679,780,24341,14655,9686,3410,2119,1291,18781,11809,6972,716,218,498,1434,509,925,20804,13080,7724,2860,1856,1004,16025,10602,5423,598,166,432,1321,456,865,3537,1575,1962,550,263,287,2756,1207,1549,118,52,66,113,53,60,141605,54730,86875
10,210,1123,"10,210,1123",0,0,0,SUB-DISTRICT,Thakurganj,Rural,54147,273323,140547,132776,57393,29036,28357,13663,7054,6609,14670,7385,7285,107622,64896,42726,165701,75651,90050,95397,69090,26307,71187,58498,12689,18363,16303,2060,45861,36853,9008,874,530,344,6089,4812,1277,24210,10592,13618,3436,1332,2104,17366,7881,9485,1122,318,804,2286,1061,1225,18958,8884,10074,2490,1027,1463,14216,6874,7342,591,140,451,1661,843,818,5252,1708,3544,946,305,641,3150,1007,2143,531,178,353,625,218,407,177926,71457,106469
10,210,1124,"10,210,1124",0,0,0,SUB-DISTRICT,Pothia,Rural,52702,262494,135774,126720,53557,27357,26200,9671,5001,4670,17170,8743,8427,107110,63974,43136,155384,71800,83584,85722,65335,20387,56886,48019,8867,14041,12858,1183,34850,29328,5522,862,504,358,7133,5329,1804,28836,17316,11520,3447,2068,1379,20582,12444,8138,1053,367,686,3754,2437,1317,24348,15163,9185,2787,1782,1005,17648,10888,6760,674,279,395,3239,2214,1025,4488,2153,2335,660,286,374,2934,1556,1378,379,88,291,515,223,292,176772,70439,106333
10,210,1125,"10,210,1125",0,0,0,SUB-DISTRICT,Bahadurganj,Rural,45091,216589,106895,109694,45152,22772,22380,10747,5450,5297,5892,2951,2941,98528,55700,42828,118061,51195,66866,63367,51869,11498,42585,38166,4419,12059,11498,561,23354,21209,2145,729,430,299,6443,5029,1414,20782,13703,7079,2329,1619,710,14511,10501,4010,873,245,628,3069,1338,1731,16834,12108,4726,1789,1339,450,12231,9459,2772,549,161,388,2265,1149,1116,3948,1595,2353,540,280,260,2280,1042,1238,324,84,240,804,189,615,153222,55026,98196
10,210,1126,"10,210,1126",0,0,0,SUB-DISTRICT,Kochadhamin,Rural,57037,292124,151357,140767,59684,30425,29259,24922,12822,12100,2549,1268,1281,137999,81798,56201,154125,69559,84566,85446,73226,12220,66946,60850,6096,15783,15101,682,43231,39712,3519,805,600,205,7127,5437,1690,18500,12376,6124,2060,1463,597,13205,9574,3631,679,176,503,2556,1163,1393,15071,10831,4240,1786,1327,459,10844,8346,2498,452,135,317,1989,1023,966,3429,1545,1884,274,136,138,2361,1228,1133,227,41,186,567,140,427,206678,78131,128547
10,209,1112,"10,209,1112",0,0,0,SUB-DISTRICT,Narpatganj,Rural,70512,351773,183366,168407,69628,35697,33931,56721,29324,27397,4047,2031,2016,151540,94432,57108,200233,88934,111299,143675,89655,54020,88691,65449,23242,26744,22150,4594,50575,34344,16231,1443,916,527,9929,8039,1890,54984,24206,30778,9146,3885,5261,41018,17829,23189,1434,465,969,3386,2027,1359,45561,21205,24356,7366,3353,4013,34248,15815,18433,1091,334,757,2856,1703,1153,9423,3001,6422,1780,532,1248,6770,2014,4756,343,131,212,530,324,206,208098,93711,114387
10,209,1113,"10,209,1113",0,0,0,SUB-DISTRICT,Forbesganj,Rural,79993,396364,206539,189825,82411,42150,40261,68534,35400,33134,6109,3178,2931,165019,100720,64299,231345,105819,125526,157260,100611,56649,101138,77847,23291,22815,19987,2828,61729,43440,18289,1264,874,390,15330,13546,1784,56122,22764,33358,6482,2464,4018,44788,17247,27541,904,230,674,3948,2823,1125,46645,20004,26641,5538,2145,3393,36953,15123,21830,787,194,593,3367,2542,825,9477,2760,6717,944,319,625,7835,2124,5711,117,36,81,581,281,300,239104,105928,133176
10,209,1114,"10,209,1114",0,0,0,SUB-DISTRICT,Bhargama,Rural,46986,230835,120475,110360,45627,23519,22108,45963,23928,22035,3306,1729,1577,93584,58381,35203,137251,62094,75157,106158,60679,45479,72742,48702,24040,19167,15303,3864,47810,28872,18938,1020,566,454,4745,3961,784,33416,11977,21439,6071,2126,3945,25967,9038,16929,394,168,226,984,645,339,28333,10085,18248,5264,1844,3420,21880,7530,14350,313,130,183,876,581,295,5083,1892,3191,807,282,525,4087,1508,2579,81,38,43,108,64,44,124677,59796,64881
10,209,1115,"10,209,1115",0,0,0,SUB-DISTRICT,Raniganj,Rural,81327,398977,207079,191898,83836,42781,41055,87098,45139,41959,18102,9149,8953,156596,95268,61328,242381,111811,130570,165065,101988,63077,115654,81356,34298,28050,23232,4818,76318,50393,25925,1639,947,692,9647,6784,2863,49411,20632,28779,7213,2921,4292,37928,15864,22064,1367,408,959,2903,1439,1464,41359,17952,23407,5970,2448,3522,31971,13996,17975,995,284,711,2423,1224,1199,8052,2680,5372,1243,473,770,5957,1868,4089,372,124,248,480,215,265,233912,105091,128821
10,209,1116,"10,209,1116",0,0,0,SUB-DISTRICT,Araria,Rural,78809,386508,200411,186097,84036,42985,41051,31893,16643,15250,2797,1435,1362,150574,90029,60545,235934,110382,125552,140891,94627,46264,88829,70830,17999,19818,17658,2160,57968,44641,13327,1456,934,522,9587,7597,1990,52062,23797,28265,6801,3045,3756,38397,17851,20546,2588,725,1863,4276,2176,2100,41652,20128,21524,5363,2481,2882,31368,15273,16095,1718,541,1177,3203,1833,1370,10410,3669,6741,1438,564,874,7029,2578,4451,870,184,686,1073,343,730,245617,105784,139833
10,209,1117,"10,209,1117",0,0,0,SUB-DISTRICT,Kursakatta,Rural,29238,149231,78008,71223,29436,15082,14354,19947,10359,9588,1647,866,781,68172,42212,25960,81059,35796,45263,61587,38931,22656,32099,25039,7060,9312,8019,1293,18236,13820,4416,489,249,240,4062,2951,1111,29488,13892,15596,4197,2014,2183,20825,10012,10813,1028,274,754,3438,1592,1846,25052,12469,12583,3618,1847,1771,18081,9141,8940,504,139,365,2849,1342,1507,4436,1423,3013,579,167,412,2744,871,1873,524,135,389,589,250,339,87644,39077,48567
10,209,1118,"10,209,1118",0,0,0,SUB-DISTRICT,Sikti,Rural,31513,158543,81644,76899,31578,16010,15568,25586,13225,12361,454,250,204,72107,43664,28443,86436,37980,48456,57538,39593,17945,41384,33127,8257,12097,10949,1148,25939,19964,5975,737,486,251,2611,1728,883,16154,6466,9688,2139,987,1152,12560,5008,7552,383,122,261,1072,349,723,13644,5757,7887,1879,924,955,10527,4431,6096,332,106,226,906,296,610,2510,709,1801,260,63,197,2033,577,1456,51,16,35,166,53,113,101005,42051,58954
10,209,1119,"10,209,1119",0,0,0,SUB-DISTRICT,Palasi,Rural,51258,248369,128843,119526,51750,26247,25503,19007,9789,9218,1224,618,606,103885,64861,39024,144484,63982,80502,84352,62251,22101,51366,44371,6995,14120,13248,872,30093,26588,3505,1329,457,872,5824,4078,1746,32986,17880,15106,4491,2423,2068,24321,13553,10768,1343,311,1032,2831,1593,1238,25225,15183,10042,3332,1963,1369,18606,11554,7052,992,262,730,2295,1404,891,7761,2697,5064,1159,460,699,5715,1999,3716,351,49,302,536,189,347,164017,66592,97425
10,209,1120,"10,209,1120",0,0,0,SUB-DISTRICT,Jokihat,Rural,65725,322192,167889,154303,71399,36412,34987,11339,5758,5581,651,353,298,132926,80001,52925,189266,87888,101378,101684,78618,23066,62078,54387,7691,16263,14961,1302,38537,34449,4088,1168,598,570,6110,4379,1731,39606,24231,15375,5064,3227,1837,28267,18746,9521,2316,418,1898,3959,1840,2119,32309,21080,11229,4131,2731,1400,23593,16483,7110,1333,321,1012,3252,1545,1707,7297,3151,4146,933,496,437,4674,2263,2411,983,97,886,707,295,412,220508,89271,131237
10,208,1101,"10,208,1101",0,0,0,SUB-DISTRICT,Nirmali,Rural,16030,78246,40148,38098,15178,7778,7400,9078,4618,4460,29,18,11,34397,22341,12056,43849,17807,26042,30913,18887,12026,17037,11954,5083,5624,4488,1136,8874,5806,3068,762,311,451,1777,1349,428,13876,6933,6943,2316,1343,973,9324,4594,4730,876,254,622,1360,742,618,11187,5690,5497,2001,1185,816,7242,3606,3636,730,234,496,1214,665,549,2689,1243,1446,315,158,157,2082,988,1094,146,20,126,146,77,69,47333,21261,26072
10,233,1455,"10,233,1455",0,0,0,SUB-DISTRICT,Bhagwanpur,Rural,15145,91113,47371,43742,16968,8607,8361,24834,12906,11928,2297,1144,1153,48268,28841,19427,42845,18530,24315,28869,21208,7661,17088,13380,3708,6144,5164,980,7141,5433,1708,973,569,404,2830,2214,616,11781,7828,3953,1730,1282,448,7361,4760,2601,1056,694,362,1634,1092,542,9488,6495,2993,1490,1124,366,5897,3976,1921,859,573,286,1242,822,420,2293,1333,960,240,158,82,1464,784,680,197,121,76,392,270,122,62244,26163,36081
10,208,1103,"10,208,1103",0,0,0,SUB-DISTRICT,Chhatapur,Rural,57430,286456,148676,137780,58388,29806,28582,54770,28258,26512,3871,1984,1887,132193,82429,49764,154263,66247,88016,112993,70778,42215,69362,49733,19629,14819,12152,2667,48418,33736,14682,1394,426,968,4731,3419,1312,43631,21045,22586,5181,2503,2678,35618,17112,18506,936,290,646,1896,1140,756,36071,17582,18489,4355,2099,2256,29377,14169,15208,642,252,390,1697,1062,635,7560,3463,4097,826,404,422,6241,2943,3298,294,38,256,199,78,121,173463,77898,95565
10,208,1104,"10,208,1104",0,0,0,SUB-DISTRICT,Pratapganj,Rural,21697,106884,55458,51426,21204,10968,10236,15131,7799,7332,831,421,410,49326,30449,18877,57558,25009,32549,41375,26317,15058,27749,20324,7425,8052,6927,1125,14675,10054,4621,654,411,243,4368,2932,1436,13626,5993,7633,1301,789,512,10204,4227,5977,595,201,394,1526,776,750,11848,5347,6501,1090,688,402,8926,3776,5150,483,177,306,1349,706,643,1778,646,1132,211,101,110,1278,451,827,112,24,88,177,70,107,65509,29141,36368
10,234,1469,"10,234,1469",0,0,0,SUB-DISTRICT,Nauhatta,Rural,16387,94065,49103,44962,16475,8510,7965,18317,9481,8836,11179,5919,5260,48939,30059,18880,45126,19044,26082,37016,23653,13363,15813,11908,3905,2797,2333,464,10008,7280,2728,709,439,270,2299,1856,443,21203,11745,9458,1297,888,409,17427,9147,8280,578,373,205,1901,1337,564,16731,9899,6832,1105,811,294,13845,7786,6059,322,226,96,1459,1076,383,4472,1846,2626,192,77,115,3582,1361,2221,256,147,109,442,261,181,57049,25450,31599
10,208,1106,"10,208,1106",0,0,0,SUB-DISTRICT,Saraigarh Bhaptiyahi,Rural,22626,122772,63268,59504,23815,12246,11569,17369,8932,8437,68,35,33,57545,36368,21177,65227,26900,38327,49824,30058,19766,30569,21718,8851,11244,8586,2658,15663,10541,5122,777,452,325,2885,2139,746,19255,8340,10915,2786,1315,1471,13907,6025,7882,732,227,505,1830,773,1057,16910,7691,9219,2399,1193,1206,12289,5581,6708,573,209,364,1649,708,941,2345,649,1696,387,122,265,1618,444,1174,159,18,141,181,65,116,72948,33210,39738
10,208,1107,"10,208,1107",0,0,0,SUB-DISTRICT,Kishanpur,Rural,34945,167669,86714,80955,32902,16868,16034,19719,10191,9528,531,267,264,75138,48869,26269,92531,37845,54686,73093,42616,30477,31951,22798,9153,11007,8846,2161,16888,11064,5824,824,386,438,3232,2502,730,41142,19818,21324,6900,3025,3875,30179,14784,15395,1594,662,932,2469,1347,1122,32274,16502,15772,5562,2503,3059,24075,12560,11515,808,340,468,1829,1099,730,8868,3316,5552,1338,522,816,6104,2224,3880,786,322,464,640,248,392,94576,44098,50478
10,208,1108,"10,208,1108",0,0,0,SUB-DISTRICT,Marauna,Rural,29560,145136,74701,70435,29509,15108,14401,15872,8138,7734,215,117,98,62708,41239,21469,82428,33462,48966,57994,34308,23686,27106,21342,5764,10511,8931,1580,14780,11134,3646,381,225,156,1434,1052,382,30888,12966,17922,5242,2299,2943,23279,9930,13349,1301,211,1090,1066,526,540,26090,11182,14908,4607,2131,2476,19950,8470,11480,660,144,516,873,437,436,4798,1784,3014,635,168,467,3329,1460,1869,641,67,574,193,89,104,87142,40393,46749
10,208,1109,"10,208,1109",0,0,0,SUB-DISTRICT,Supaul,Rural,60194,294761,153392,141369,56951,29454,27497,44375,22941,21434,1189,611,578,135811,85305,50506,158950,68087,90863,110615,72546,38069,55915,43963,11952,20650,17085,3565,24273,18103,6170,1398,744,654,9594,8031,1563,54700,28583,26117,7175,3298,3877,39844,20113,19731,1786,902,884,5895,4270,1625,44196,24014,20182,5886,2760,3126,32248,17126,15122,1431,775,656,4631,3353,1278,10504,4569,5935,1289,538,751,7596,2987,4609,355,127,228,1264,917,347,184146,80846,103300
10,208,1110,"10,208,1110",0,0,0,SUB-DISTRICT,Pipra,Rural,39878,201399,104247,97152,38096,19641,18455,34692,17809,16883,534,276,258,88441,57061,31380,112958,47186,65772,86923,51585,35338,34015,24557,9458,11826,9228,2598,17910,12096,5814,404,249,155,3875,2984,891,52908,27028,25880,9505,4681,4824,39923,20486,19437,1031,371,660,2449,1490,959,43891,23423,20468,7813,4056,3757,33358,17793,15565,915,327,588,1805,1247,558,9017,3605,5412,1692,625,1067,6565,2693,3872,116,44,72,644,243,401,114476,52662,61814
10,208,1111,"10,208,1111",0,0,0,SUB-DISTRICT,Tribeniganj,Rural,62607,322477,167461,155016,61452,31755,29697,64415,33219,31196,2149,1103,1046,151817,93835,57982,170660,73626,97034,139287,83108,56179,75522,55912,19610,23972,19677,4295,42066,29795,12271,1488,977,511,7996,5463,2533,63765,27196,36569,10497,4355,6142,46763,20205,26558,1932,670,1262,4573,1966,2607,52746,22672,30074,8500,3549,4951,38691,16872,21819,1396,517,879,4159,1734,2425,11019,4524,6495,1997,806,1191,8072,3333,4739,536,153,383,414,232,182,183190,84353,98837
10,207,1080,"10,207,1080",0,0,0,SUB-DISTRICT,Madhwapur,Rural,27691,134704,68909,65795,25224,13160,12064,21046,10812,10234,76,46,30,63177,38345,24832,71527,30564,40963,47710,32361,15349,32546,25794,6752,8972,7660,1312,18301,14053,4248,765,499,266,4508,3582,926,15164,6567,8597,3440,1345,2095,10701,4601,6100,341,178,163,682,443,239,12426,5667,6759,2364,971,1393,9276,4204,5072,242,129,113,544,363,181,2738,900,1838,1076,374,702,1425,397,1028,99,49,50,138,80,58,86994,36548,50446
